YEAR,EXPERIMENT,LOCATION,VARIETY,FAMILY,CHECK,RM,REPNO,YIELD,FAM_ENCODED,CLASS_OF,GRAD,BAGSOLD
2010,1297,2260,155800,13537,0,3.1,1,47.3579133,7,2011,0,0
2010,1297,2260,155800,13537,0,3.1,2,52.4971433,7,2011,0,0
2010,1297,2260,155801,13537,0,3.3,1,43.2259789,7,2011,0,0
2010,1297,2260,155801,13537,0,3.3,2,57.8577881,7,2011,0,0
2010,1297,2310,155800,13537,0,3.1,1,58.5276828,7,2011,0,0
2010,1297,2310,155800,13537,0,3.1,2,48.9216453,7,2011,0,0
2010,1297,2310,155801,13537,0,3.3,1,59.4215201,7,2011,0,0
2010,1297,2310,155801,13537,0,3.3,2,50.374447,7,2011,0,0
2010,1297,2320,155800,13537,0,3.1,1,63.4426728,7,2011,0,0
2010,1297,2320,155800,13537,0,3.1,2,77.5156664,7,2011,0,0
2010,1297,2320,155801,13537,0,3.3,2,68.4685932,7,2011,0,0
2010,1297,2405,155800,13537,0,3.1,1,42.0390533,7,2011,0,0
2010,1297,2405,155800,13537,0,3.1,2,43.3739357,7,2011,0,0
2010,1297,2405,155801,13537,0,3.3,2,43.3739357,7,2011,0,0
2010,1297,2420,155800,13537,0,3.1,1,61.5862986,7,2011,0,0
2010,1297,2420,155801,13537,0,3.3,1,60.2836843,7,2011,0,0
2010,1297,2420,155801,13537,0,3.3,2,67.9952803,7,2011,0,0
2010,1297,2440,155800,13537,0,3.1,1,36.100262,7,2011,0,0
2010,1297,2440,155801,13537,0,3.3,2,37.1072602,7,2011,0,0
2010,1297,2450,155800,13537,0,3.1,1,64.9377053,7,2011,0,0
2010,1297,2450,155800,13537,0,3.1,2,60.7027216,7,2011,0,0
2010,1297,2450,155801,13537,0,3.3,2,64.83763,7,2011,0,0
2010,1297,3120,155800,13537,0,3.1,2,67.2397342,7,2011,0,0
2010,1297,3120,155801,13537,0,3.3,1,80.6429817,7,2011,0,0
2010,1297,3130,155800,13537,0,3.1,2,59.1974288,7,2011,0,0
2010,1297,3130,155801,13537,0,3.3,2,59.9804844,7,2011,0,0
2010,1297,3140,155800,13537,0,3.1,1,76.4001169,7,2011,0,0
2010,1297,3140,155801,13537,0,3.3,1,76.73499,7,2011,0,0
2010,1297,3150,155800,13537,0,3.1,2,62.5488355,7,2011,0,0
2010,1297,3150,155801,13537,0,3.3,1,58.0818794,7,2011,0,0
2010,1297,3150,155801,13537,0,3.3,2,63.6667641,7,2011,0,0
2010,1297,3203,155800,13537,0,3.1,1,42.7568295,7,2011,0,0
2010,1297,3203,155800,13537,0,3.1,2,41.0149546,7,2011,0,0
2010,1297,3203,155801,13537,0,3.3,1,46.5915121,7,2011,0,0
2010,1297,3203,155801,13537,0,3.3,2,49.0325757,7,2011,0,0
2010,1297,3210,155800,13537,0,3.1,1,45.2215365,7,2011,0,0
2010,1297,3210,155800,13537,0,3.1,2,53.311426,7,2011,0,0
2010,1297,3210,155801,13537,0,3.3,1,56.0072132,7,2011,0,0
2010,1297,3210,155801,13537,0,3.3,2,61.9180489,7,2011,0,0
2010,1297,3240,155800,13537,0,3.1,1,68.556029,7,2011,0,0
2010,1297,3240,155800,13537,0,3.1,2,47.2954592,7,2011,0,0
2010,1297,3260,155800,13537,0,3.1,2,47.0230403,7,2011,0,0
2010,1297,3260,155801,13537,0,3.3,2,49.704701,7,2011,0,0
2010,1297,3270,155801,13537,0,3.3,1,50.7183907,7,2011,0,0
2010,1297,3310,155800,13537,0,3.1,1,72.6030555,7,2011,0,0
2010,1297,3310,155800,13537,0,3.1,2,71.4851269,7,2011,0,0
2010,1297,3310,155801,13537,0,3.3,1,63.6667641,7,2011,0,0
2010,1297,3310,155801,13537,0,3.3,2,65.9002422,7,2011,0,0
2010,1297,3320,155800,13537,0,3.1,1,65.7894605,7,2011,0,0
2010,1297,3320,155800,13537,0,3.1,2,58.5276828,7,2011,0,0
2010,1297,3320,155801,13537,0,3.3,1,56.518296,7,2011,0,0
2010,1297,3320,155801,13537,0,3.3,2,45.1244352,7,2011,0,0
2010,1297,3370,155800,13537,0,3.1,2,61.2960357,7,2011,0,0
2010,1297,3370,155801,13537,0,3.3,1,52.7923134,7,2011,0,0
2010,1297,3370,155801,13537,0,3.3,2,64.7191159,7,2011,0,0
2010,1297,3410,155800,13537,0,3.1,2,30.3427362,7,2011,0,0
2010,1297,3410,155801,13537,0,3.3,2,46.1654858,7,2011,0,0
2010,1297,3420,155801,13537,0,3.3,1,63.8889223,7,2011,0,0
2010,1297,3420,155801,13537,0,3.3,2,61.9858563,7,2011,0,0
2010,1297,3430,155800,13537,0,3.1,2,71.9959123,7,2011,0,0
2010,1297,3430,155801,13537,0,3.3,1,66.349317,7,2011,0,0
2010,1297,3430,155801,13537,0,3.3,2,69.172689,7,2011,0,0
2010,1297,3490,155800,13537,0,3.1,1,47.6666151,7,2011,0,0
2010,1297,3501,155800,13537,0,3.1,1,55.4076537,7,2011,0,0
2010,1297,3501,155800,13537,0,3.1,2,60.1129764,7,2011,0,0
2010,1297,4310,155800,13537,0,3.1,1,52.895214,7,2011,0,0
2010,1297,4310,155801,13537,0,3.3,1,52.895214,7,2011,0,0
2010,1297,4320,155800,13537,0,3.1,1,46.8014769,7,2011,0,0
2010,1297,4320,155800,13537,0,3.1,2,50.374447,7,2011,0,0
2010,1297,4320,155801,13537,0,3.3,2,66.9048612,7,2011,0,0
2010,1297,4330,155800,13537,0,3.1,1,58.6408437,7,2011,0,0
2010,1335,1110,148493,7635,0,2.1,1,51.5698485,3,2011,1,61161
2010,1335,1110,148493,7635,0,2.1,2,55.6254996,3,2011,1,61161
2010,1335,1110,150481,13980,0,1.9,2,58.8290982,15,2011,0,0
2010,1335,1110,150509,12531,0,2.2,1,58.8290982,6,2011,0,0
2010,1335,1110,150509,12531,0,2.2,2,61.4982681,6,2011,0,0
2010,1335,1230,150481,13980,0,1.9,2,67.458621,15,2011,0,0
2010,1335,1230,150509,12531,0,2.2,1,63.6283994,6,2011,0,0
2010,1335,1230,150509,12531,0,2.2,2,64.6353977,6,2011,0,0
2010,1335,1240,148493,7635,0,2.1,1,46.0817676,3,2011,1,61161
2010,1335,1240,150481,13980,0,1.9,1,55.7631961,15,2011,0,0
2010,1335,1240,150481,13980,0,1.9,2,51.4259066,15,2011,0,0
2010,1335,1240,150509,12531,0,2.2,1,55.6608903,6,2011,0,0
2010,1335,1240,150509,12531,0,2.2,2,49.611912,6,2011,0,0
2010,1335,1250,148493,7635,0,2.1,1,50.4189084,3,2011,1,61161
2010,1335,1250,148493,7635,0,2.1,2,47.7956869,3,2011,1,61161
2010,1335,1250,150481,13980,0,1.9,1,55.2585073,15,2011,0,0
2010,1335,1250,150481,13980,0,1.9,2,53.4422823,15,2011,0,0
2010,1335,1250,150509,12531,0,2.2,1,50.6190589,6,2011,0,0
2010,1335,1250,150509,12531,0,2.2,2,53.7445899,6,2011,0,0
2010,1335,1260,148493,7635,0,2.1,1,58.9349728,3,2011,1,61161
2010,1335,1260,150481,13980,0,1.9,1,70.4663814,15,2011,0,0
2010,1335,1260,150509,12531,0,2.2,2,64.0615633,6,2011,0,0
2010,1335,1280,148493,7635,0,2.1,1,57.4402377,3,2011,1,61161
2010,1335,1280,150481,13980,0,1.9,2,66.9426311,15,2011,0,0
2010,1335,1280,150509,12531,0,2.2,2,60.4297079,6,2011,0,0
2010,1335,1304,150481,13980,0,1.9,1,51.6926749,15,2011,0,0
2010,1335,1304,150509,12531,0,2.2,2,65.5789009,6,2011,0,0
2010,1335,1410,148493,7635,0,2.1,2,63.1256438,3,2011,1,61161
2010,1335,1410,150481,13980,0,1.9,2,66.1512482,15,2011,0,0
2010,1335,1520,150481,13980,0,1.9,2,54.451511,15,2011,0,0
2010,1335,1520,150509,12531,0,2.2,1,58.4841136,6,2011,0,0
2010,1335,2110,148493,7635,0,2.1,2,61.9242944,3,2011,1,61161
2010,1335,2110,150481,13980,0,1.9,1,49.5408333,15,2011,0,0
2010,1335,2110,150481,13980,0,1.9,2,49.9668595,15,2011,0,0
2010,1335,2110,150509,12531,0,2.2,2,55.519625,6,2011,0,0
2010,1335,2120,148493,7635,0,2.1,1,64.4474405,3,2011,1,61161
2010,1335,2120,148493,7635,0,2.1,2,63.2185815,3,2011,1,61161
2010,1335,2120,150481,13980,0,1.9,1,72.2656546,15,2011,0,0
2010,1335,2120,150509,12531,0,2.2,1,64.7823135,6,2011,0,0
2010,1335,2120,150509,12531,0,2.2,2,68.0227898,6,2011,0,0
2010,1335,2130,150481,13980,0,1.9,1,47.3579133,15,2011,0,0
2010,1335,2130,150509,12531,0,2.2,1,58.5276828,6,2011,0,0
2010,1335,2210,150481,13980,0,1.9,1,56.3678114,15,2011,0,0
2010,1335,2210,150481,13980,0,1.9,2,53.6445146,15,2011,0,0
2010,1335,2210,150509,12531,0,2.2,1,70.1819178,6,2011,0,0
2010,1335,2210,150509,12531,0,2.2,2,68.4679984,6,2011,0,0
2010,1335,2220,148493,7635,0,2.1,2,52.8320163,3,2011,1,61161
2010,1335,2220,150481,13980,0,1.9,1,51.9380303,15,2011,0,0
2010,1335,2220,150481,13980,0,1.9,2,54.284818,15,2011,0,0
2010,1335,2220,150509,12531,0,2.2,1,46.3532943,6,2011,0,0
2010,1335,2230,148493,7635,0,2.1,2,46.5773856,3,2011,1,61161
2010,1335,2230,150481,13980,0,1.9,2,47.2471316,15,2011,0,0
2010,1335,2230,150509,12531,0,2.2,2,61.2091948,6,2011,0,0
2010,1335,2250,148493,7635,0,2.1,1,37.8651855,3,2011,1,61161
2010,1335,2260,148493,7635,0,2.1,2,48.0276593,3,2011,1,61161
2010,1335,2270,148493,7635,0,2.1,1,43.6716336,3,2011,1,61161
2010,1335,2270,148493,7635,0,2.1,2,51.1575026,3,2011,1,61161
2010,1335,2270,150481,13980,0,1.9,1,35.2968344,15,2011,0,0
2010,1335,2270,150509,12531,0,2.2,1,51.379066,6,2011,0,0
2010,1335,2270,150509,12531,0,2.2,2,45.4593083,6,2011,0,0
2010,1335,2280,148493,7635,0,2.1,1,51.8593679,3,2011,1,61161
2010,1335,2280,148493,7635,0,2.1,2,52.37625,3,2011,1,61161
2010,1335,2280,150481,13980,0,1.9,2,54.1414709,15,2011,0,0
2010,1335,2280,150509,12531,0,2.2,1,57.4592713,6,2011,0,0
2010,1335,2280,150509,12531,0,2.2,2,70.9431144,6,2011,0,0
2010,1335,2301,148493,7635,0,2.1,1,49.5524319,3,2011,1,61161
2010,1335,2301,148493,7635,0,2.1,2,53.0101593,3,2011,1,61161
2010,1335,2301,150481,13980,0,1.9,1,55.3145674,15,2011,0,0
2010,1335,2301,150481,13980,0,1.9,2,59.9257627,15,2011,0,0
2010,1335,2308,148493,7635,0,2.1,1,49.0102707,3,2011,1,61161
2010,1335,2308,150481,13980,0,1.9,1,39.4971709,15,2011,0,0
2010,1335,2308,150481,13980,0,1.9,2,50.5087233,15,2011,0,0
2010,1335,2308,150509,12531,0,2.2,1,54.7270526,6,2011,0,0
2010,1335,2340,150481,13980,0,1.9,1,54.475303,15,2011,0,0
2010,1335,2340,150509,12531,0,2.2,1,59.4823385,6,2011,0,0
2010,1335,2340,150509,12531,0,2.2,2,67.1937858,6,2011,0,0
2010,1335,2440,148493,7635,0,2.1,1,40.3350969,3,2011,1,61161
2010,1335,2440,148493,7635,0,2.1,2,32.4698936,3,2011,1,61161
2010,1335,2520,148493,7635,0,2.1,1,55.4608884,3,2011,1,61161
2010,1335,2520,150481,13980,0,1.9,2,53.4422823,15,2011,0,0
2010,1335,2530,148493,7635,0,2.1,1,55.3585826,3,2011,1,61161
2010,1335,2530,150481,13980,0,1.9,1,61.8120257,15,2011,0,0
2010,1335,2530,150481,13980,0,1.9,2,61.6097933,15,2011,0,0
2010,1335,2530,150509,12531,0,2.2,1,58.384187,6,2011,0,0
2010,1335,2530,150509,12531,0,2.2,2,55.056275,6,2011,0,0
2010,1335,3310,148493,7635,0,2.1,1,53.949945,3,2011,1,61161
2010,1335,3310,148493,7635,0,2.1,2,51.6031573,3,2011,1,61161
2010,1335,3310,150481,13980,0,1.9,1,51.379066,15,2011,0,0
2010,1335,3310,150481,13980,0,1.9,2,50.8201017,15,2011,0,0
2010,1335,3310,150509,12531,0,2.2,1,51.6031573,6,2011,0,0
2010,1335,3310,150509,12531,0,2.2,2,51.2682843,6,2011,0,0
2010,1335,3490,150481,13980,0,1.9,1,40.2553936,15,2011,0,0
2010,1335,3490,150481,13980,0,1.9,2,48.4681095,15,2011,0,0
2010,1335,3490,150509,12531,0,2.2,2,52.773131,6,2011,0,0
2010,1490,1110,150782,14276,0,2.1,1,45.1627999,16,2012,0,0
2010,1490,1110,150787,14162,0,2.1,1,52.1017493,17,2012,0,0
2010,1490,1250,150782,14276,0,2.1,1,54.2492786,16,2012,0,0
2010,1490,1250,150782,14276,0,2.1,2,53.8468957,16,2012,0,0
2010,1490,1250,150787,14162,0,2.1,1,57.8794983,17,2012,0,0
2010,1490,1250,150787,14162,0,2.1,2,57.3748096,17,2012,0,0
2010,1514,1110,120332,14077,0,1.9,1,64.5936129,18,2012,0,0
2010,1514,1110,120332,14077,0,1.9,2,65.127893,18,2012,0,0
2010,1514,1110,150589,12532,0,2,1,61.9242944,5,2012,0,0
2010,1514,1110,150589,12532,0,2,2,56.3740568,5,2012,0,0
2010,1514,1110,150601,13981,0,2,1,65.127893,19,2011,0,0
2010,1514,1110,150601,13981,0,2,2,59.7894046,19,2011,0,0
2010,1514,1210,120332,14077,0,1.9,1,64.5353224,18,2012,0,0
2010,1514,1210,150589,12532,0,2,1,61.509718,5,2012,0,0
2010,1514,1210,150601,13981,0,2,2,65.1399377,19,2011,0,0
2010,1514,1230,120332,14077,0,1.9,1,74.6191338,18,2012,0,0
2010,1514,1230,150589,12532,0,2,2,67.5609268,5,2012,0,0
2010,1514,1240,120332,14077,0,1.9,1,51.7283629,18,2012,0,0
2010,1514,1240,120332,14077,0,1.9,2,41.6445515,18,2012,0,0
2010,1514,1240,150589,12532,0,2,1,45.8793865,5,2012,0,0
2010,1514,1240,150589,12532,0,2,2,50.6190589,5,2012,0,0
2010,1514,1240,150601,13981,0,2,1,46.1840734,19,2011,0,0
2010,1514,1240,150601,13981,0,2,2,46.0817676,19,2011,0,0
2010,1514,1250,120332,14077,0,1.9,1,55.3585826,18,2012,0,0
2010,1514,1250,120332,14077,0,1.9,2,54.0491281,18,2012,0,0
2010,1514,1250,150589,12532,0,2,1,56.670119,5,2012,0,0
2010,1514,1250,150589,12532,0,2,2,53.342207,5,2012,0,0
2010,1514,1250,150601,13981,0,2,1,53.0398993,19,2011,0,0
2010,1514,1250,150601,13981,0,2,2,53.342207,19,2011,0,0
2010,1514,1260,120332,14077,0,1.9,1,76.4450244,18,2012,0,0
2010,1514,1260,150589,12532,0,2,1,69.1859233,5,2012,0,0
2010,1514,1260,150601,13981,0,2,1,82.9580963,19,2011,0,0
2010,1514,1260,150601,13981,0,2,2,81.5692357,19,2011,0,0
2010,1514,1270,120332,14077,0,1.9,1,66.1493151,18,2012,0,0
2010,1514,1270,150589,12532,0,2,1,57.6772659,5,2012,0,0
2010,1514,1270,150589,12532,0,2,2,55.2585073,5,2012,0,0
2010,1514,1270,150601,13981,0,2,2,53.8468957,19,2011,0,0
2010,1514,1410,120332,14077,0,1.9,2,62.7210304,18,2012,0,0
2010,1514,1410,150589,12532,0,2,1,61.8139588,5,2012,0,0
2010,1514,1410,150589,12532,0,2,2,66.4535559,5,2012,0,0
2010,1514,1410,150601,13981,0,2,2,59.9998155,19,2011,0,0
2010,1514,1520,120332,14077,0,1.9,1,56.4678866,18,2012,0,0
2010,1514,1520,150589,12532,0,2,1,66.5516981,5,2012,0,0
2010,1514,1520,150589,12532,0,2,2,66.5516981,5,2012,0,0
2010,1514,1520,150601,13981,0,2,1,52.435284,19,2011,0,0
2010,1514,1520,150601,13981,0,2,2,58.4841136,19,2011,0,0
2010,1514,2110,120332,14077,0,1.9,1,55.6254996,18,2012,0,0
2010,1514,2110,120332,14077,0,1.9,2,63.6331579,18,2012,0,0
2010,1514,2110,150589,12532,0,2,1,49.2206816,5,2012,0,0
2010,1514,2110,150589,12532,0,2,2,51.0355684,5,2012,0,0
2010,1514,2110,150601,13981,0,2,1,62.6728515,19,2011,0,0
2010,1514,2110,150601,13981,0,2,2,69.9319526,19,2011,0,0
2010,1514,2210,120332,14077,0,1.9,1,63.4260184,18,2012,0,0
2010,1514,2210,120332,14077,0,1.9,2,60.5027198,18,2012,0,0
2010,1514,2210,150601,13981,0,2,1,67.9633097,19,2011,0,0
2010,1514,2210,150601,13981,0,2,2,69.5773025,19,2011,0,0
2010,1514,2530,120332,14077,0,1.9,1,58.5864194,18,2012,0,0
2010,1514,2530,120332,14077,0,1.9,2,55.1584321,18,2012,0,0
2010,1514,2530,150589,12532,0,2,2,57.6772659,5,2012,0,0
2010,1514,2530,150601,13981,0,2,1,59.29111,19,2011,0,0
2010,1572,1250,156245,12531,0,2.1,1,60.5027198,6,2012,0,0
2010,1572,1250,156245,12531,0,2.1,2,63.1237107,6,2012,0,0
2010,1572,2240,156245,12531,0,2.1,1,81.5345886,6,2012,0,0
