YEAR,EXPERIMENT,LOCATION,VARIETY,FAMILY,CHECK,RM,REPNO,YIELD,CLASS_OF,GRAD,BAGSOLD
2009,849,2290,155820,12533,0,2.8,1,55.7352404,2011,1,1061421
2009,849,2290,155820,12533,0,2.8,2,55.0653457,2011,1,1061421
2009,849,2290,155890,12533,0,2.7,1,59.5323018,2011,0,0
2009,849,2290,155890,12533,0,2.7,2,55.6244587,2011,0,0
2009,849,2290,155891,12540,0,2.3,1,52.942798,2011,0,0
2009,849,2290,155891,12540,0,2.3,2,48.3650602,2011,0,0
2009,849,3210,155820,12533,0,2.8,1,62.7480939,2011,1,1061421
2009,849,3210,155820,12533,0,2.8,2,62.9561255,2011,1,1061421
2009,849,3210,155890,12533,0,2.7,1,58.6002485,2011,0,0
2009,849,3210,155890,12533,0,2.7,2,61.6071167,2011,0,0
2009,849,3210,155891,12540,0,2.3,1,60.4661395,2011,0,0
2009,849,3210,155891,12540,0,2.3,2,64.4081837,2011,0,0
2009,849,3214,155820,12533,0,2.8,1,70.5270511,2011,1,1061421
2009,849,3214,155820,12533,0,2.8,2,67.0010703,2011,1,1061421
2009,849,3214,155890,12533,0,2.7,1,65.3409805,2011,0,0
2009,849,3214,155890,12533,0,2.7,2,69.6970062,2011,0,0
2009,849,3214,155891,12540,0,2.3,1,69.6970062,2011,0,0
2009,849,3214,155891,12540,0,2.3,2,71.1489156,2011,0,0
2009,849,3310,155820,12533,0,2.8,1,63.6667641,2011,1,1061421
2009,849,3310,155820,12533,0,2.8,2,64.7823135,2011,1,1061421
2009,849,3310,155890,12533,0,2.7,1,63.6667641,2011,0,0
2009,849,3310,155890,12533,0,2.7,2,69.2516489,2011,0,0
2009,849,3310,155891,12540,0,2.3,1,62.5488355,2011,0,0
2009,849,3310,155891,12540,0,2.3,2,63.6667641,2011,0,0
2009,852,3210,155843,13991,0,3,1,59.1193612,2011,1,871341
2009,852,3210,155843,13991,0,3,2,61.6071167,2011,1,871341
2009,852,3214,155843,13991,0,3,1,65.6520614,2011,1,871341
2009,852,3214,155843,13991,0,3,2,68.4531284,2011,1,871341
2009,852,3310,155843,13991,0,3,1,73.7184563,2011,1,871341
2009,852,3310,155843,13991,0,3,2,65.9002422,2011,1,871341
2009,855,3210,155918,13984,0,3.6,1,56.6292264,2011,1,408657
2009,855,3210,155918,13984,0,3.6,2,60.7793023,2011,1,408657
2009,855,3214,155918,13984,0,3.6,1,67.5201829,2011,1,408657
2009,855,3214,155918,13984,0,3.6,2,68.6611601,2011,1,408657
2009,855,3310,155918,13984,0,3.6,1,55.84855,2011,1,408657
2009,855,3310,155918,13984,0,3.6,2,81.5368191,2011,1,408657
2009,870,2291,120075,12485,0,2.6,1,59.6456114,2011,0,0
2009,870,2291,120075,12485,0,2.6,2,62.1031808,2011,0,0
2009,870,2441,120075,12485,0,2.6,1,58.888727,2011,0,0
2009,870,2441,120075,12485,0,2.6,2,63.4260184,2011,0,0
2009,870,3121,120075,12485,0,2.6,2,61.4332861,2011,0,0
2009,870,3211,120075,12485,0,2.6,1,58.3932577,2011,0,0
2009,870,3214,120075,12485,0,2.6,1,52.1704488,2011,0,0
2009,870,3214,120075,12485,0,2.6,2,56.6292264,2011,0,0
2009,870,3311,120075,12485,0,2.6,1,37.9759672,2011,0,0
2009,870,3311,120075,12485,0,2.6,2,46.9122586,2011,0,0
2009,870,3315,120075,12485,0,2.6,1,67.5323763,2011,0,0
2009,870,3315,120075,12485,0,2.6,2,64.7656591,2011,0,0
2009,870,3320,120075,12485,0,2.6,1,48.0276593,2011,0,0
2009,870,3320,120075,12485,0,2.6,2,54.7304727,2011,0,0
2009,870,3330,120075,12485,0,2.6,1,48.0276593,2011,0,0
2009,870,3330,120075,12485,0,2.6,2,63.6667641,2011,0,0
2009,870,3491,120075,12485,0,2.6,2,65.6096818,2011,0,0
2010,998,2260,155888,12533,0,3.1,1,64.1124188,2012,0,0
2010,998,2260,155888,12533,0,3.1,2,48.5867723,2012,0,0
2010,998,2310,155888,12533,0,3.1,2,58.1928098,2012,0,0
2010,998,2440,155888,12533,0,3.1,1,38.7212529,2012,0,0
2010,998,2440,155888,12533,0,3.1,2,37.209566,2012,0,0
2010,998,2450,155888,12533,0,3.1,1,51.1235989,2012,0,0
2010,998,2450,155888,12533,0,3.1,2,62.5190954,2012,0,0
2010,998,3120,155888,12533,0,3.1,2,75.058097,2012,0,0
2010,998,3130,155888,12533,0,3.1,1,51.8272486,2012,0,0
2010,998,3130,155888,12533,0,3.1,2,58.8625558,2012,0,0
2010,998,3240,155888,12533,0,3.1,2,48.1255041,2012,0,0
2010,998,3260,155888,12533,0,3.1,1,48.2517506,2012,0,0
2010,998,3310,155888,12533,0,3.1,1,69.9071197,2012,0,0
2010,998,3310,155888,12533,0,3.1,2,68.6045053,2012,0,0
2010,998,3430,155888,12533,0,3.1,1,67.5609268,2012,0,0
2010,998,3490,155888,12533,0,3.1,1,51.572079,2012,0,0
2010,998,3490,155888,12533,0,3.1,2,38.7541157,2012,0,0
2010,1297,2170,155801,13537,0,3.3,1,72.6030555,2011,0,0
2010,1297,2260,155800,13537,0,3.1,1,47.3579133,2011,0,0
2010,1297,2260,155800,13537,0,3.1,2,52.4971433,2011,0,0
2010,1297,2260,155801,13537,0,3.3,1,43.2259789,2011,0,0
2010,1297,2260,155801,13537,0,3.3,2,57.8577881,2011,0,0
2010,1297,2310,155800,13537,0,3.1,1,58.5276828,2011,0,0
2010,1297,2310,155800,13537,0,3.1,2,48.9216453,2011,0,0
2010,1297,2310,155801,13537,0,3.3,1,59.4215201,2011,0,0
2010,1297,2310,155801,13537,0,3.3,2,50.374447,2011,0,0
2010,1297,2320,155800,13537,0,3.1,1,63.4426728,2011,0,0
2010,1297,2320,155800,13537,0,3.1,2,77.5156664,2011,0,0
2010,1297,2320,155801,13537,0,3.3,2,68.4685932,2011,0,0
2010,1297,2405,155800,13537,0,3.1,1,42.0390533,2011,0,0
2010,1297,2405,155800,13537,0,3.1,2,43.3739357,2011,0,0
2010,1297,2405,155801,13537,0,3.3,2,43.3739357,2011,0,0
2010,1297,2420,155800,13537,0,3.1,1,61.5862986,2011,0,0
2010,1297,2420,155801,13537,0,3.3,1,60.2836843,2011,0,0
2010,1297,2420,155801,13537,0,3.3,2,67.9952803,2011,0,0
2010,1297,2440,155800,13537,0,3.1,1,36.100262,2011,0,0
2010,1297,2440,155801,13537,0,3.3,2,37.1072602,2011,0,0
2010,1297,2450,155800,13537,0,3.1,1,64.9377053,2011,0,0
2010,1297,2450,155800,13537,0,3.1,2,60.7027216,2011,0,0
2010,1297,2450,155801,13537,0,3.3,2,64.83763,2011,0,0
2010,1297,3120,155800,13537,0,3.1,2,67.2397342,2011,0,0
2010,1297,3120,155801,13537,0,3.3,1,80.6429817,2011,0,0
2010,1297,3130,155800,13537,0,3.1,2,59.1974288,2011,0,0
2010,1297,3130,155801,13537,0,3.3,2,59.9804844,2011,0,0
2010,1297,3140,155800,13537,0,3.1,1,76.4001169,2011,0,0
2010,1297,3140,155801,13537,0,3.3,1,76.73499,2011,0,0
2010,1297,3150,155800,13537,0,3.1,2,62.5488355,2011,0,0
2010,1297,3150,155801,13537,0,3.3,1,58.0818794,2011,0,0
2010,1297,3150,155801,13537,0,3.3,2,63.6667641,2011,0,0
2010,1297,3203,155800,13537,0,3.1,1,42.7568295,2011,0,0
2010,1297,3203,155800,13537,0,3.1,2,41.0149546,2011,0,0
2010,1297,3203,155801,13537,0,3.3,1,46.5915121,2011,0,0
2010,1297,3203,155801,13537,0,3.3,2,49.0325757,2011,0,0
2010,1297,3210,155800,13537,0,3.1,1,45.2215365,2011,0,0
2010,1297,3210,155800,13537,0,3.1,2,53.311426,2011,0,0
2010,1297,3210,155801,13537,0,3.3,1,56.0072132,2011,0,0
2010,1297,3210,155801,13537,0,3.3,2,61.9180489,2011,0,0
2010,1297,3240,155800,13537,0,3.1,1,68.556029,2011,0,0
2010,1297,3240,155800,13537,0,3.1,2,47.2954592,2011,0,0
2010,1297,3260,155800,13537,0,3.1,2,47.0230403,2011,0,0
2010,1297,3260,155801,13537,0,3.3,2,49.704701,2011,0,0
2010,1297,3270,155801,13537,0,3.3,1,50.7183907,2011,0,0
2010,1297,3310,155800,13537,0,3.1,1,72.6030555,2011,0,0
2010,1297,3310,155800,13537,0,3.1,2,71.4851269,2011,0,0
2010,1297,3310,155801,13537,0,3.3,1,63.6667641,2011,0,0
2010,1297,3310,155801,13537,0,3.3,2,65.9002422,2011,0,0
2010,1297,3320,155800,13537,0,3.1,1,65.7894605,2011,0,0
2010,1297,3320,155800,13537,0,3.1,2,58.5276828,2011,0,0
2010,1297,3320,155801,13537,0,3.3,1,56.518296,2011,0,0
2010,1297,3320,155801,13537,0,3.3,2,45.1244352,2011,0,0
2010,1297,3370,155800,13537,0,3.1,2,61.2960357,2011,0,0
2010,1297,3370,155801,13537,0,3.3,1,52.7923134,2011,0,0
2010,1297,3370,155801,13537,0,3.3,2,64.7191159,2011,0,0
2010,1297,3410,155800,13537,0,3.1,2,30.3427362,2011,0,0
2010,1297,3410,155801,13537,0,3.3,2,46.1654858,2011,0,0
2010,1297,3420,155801,13537,0,3.3,1,63.8889223,2011,0,0
2010,1297,3420,155801,13537,0,3.3,2,61.9858563,2011,0,0
2010,1297,3430,155800,13537,0,3.1,2,71.9959123,2011,0,0
2010,1297,3430,155801,13537,0,3.3,1,66.349317,2011,0,0
2010,1297,3430,155801,13537,0,3.3,2,69.172689,2011,0,0
2010,1297,3490,155800,13537,0,3.1,1,47.6666151,2011,0,0
2010,1297,3501,155800,13537,0,3.1,1,55.4076537,2011,0,0
2010,1297,3501,155800,13537,0,3.1,2,60.1129764,2011,0,0
2010,1297,4310,155800,13537,0,3.1,1,52.895214,2011,0,0
2010,1297,4310,155801,13537,0,3.3,1,52.895214,2011,0,0
2010,1297,4320,155800,13537,0,3.1,1,46.8014769,2011,0,0
2010,1297,4320,155800,13537,0,3.1,2,50.374447,2011,0,0
2010,1297,4320,155801,13537,0,3.3,2,66.9048612,2011,0,0
2010,1297,4330,155800,13537,0,3.1,1,58.6408437,2011,0,0
2010,1335,1110,148493,7635,0,2.1,1,51.5698485,2011,1,61161
2010,1335,1110,148493,7635,0,2.1,2,55.6254996,2011,1,61161
2010,1335,1110,150481,13980,0,1.9,2,58.8290982,2011,0,0
2010,1335,1110,150509,12531,0,2.2,1,58.8290982,2011,0,0
2010,1335,1110,150509,12531,0,2.2,2,61.4982681,2011,0,0
2010,1335,1230,150481,13980,0,1.9,2,67.458621,2011,0,0
2010,1335,1230,150509,12531,0,2.2,1,63.6283994,2011,0,0
2010,1335,1230,150509,12531,0,2.2,2,64.6353977,2011,0,0
2010,1335,1240,148493,7635,0,2.1,1,46.0817676,2011,1,61161
2010,1335,1240,150481,13980,0,1.9,1,55.7631961,2011,0,0
2010,1335,1240,150481,13980,0,1.9,2,51.4259066,2011,0,0
2010,1335,1240,150509,12531,0,2.2,1,55.6608903,2011,0,0
2010,1335,1240,150509,12531,0,2.2,2,49.611912,2011,0,0
2010,1335,1250,148493,7635,0,2.1,1,50.4189084,2011,1,61161
2010,1335,1250,148493,7635,0,2.1,2,47.7956869,2011,1,61161
2010,1335,1250,150481,13980,0,1.9,1,55.2585073,2011,0,0
2010,1335,1250,150481,13980,0,1.9,2,53.4422823,2011,0,0
2010,1335,1250,150509,12531,0,2.2,1,50.6190589,2011,0,0
2010,1335,1250,150509,12531,0,2.2,2,53.7445899,2011,0,0
2010,1335,1260,148493,7635,0,2.1,1,58.9349728,2011,1,61161
2010,1335,1260,150481,13980,0,1.9,1,70.4663814,2011,0,0
2010,1335,1260,150509,12531,0,2.2,2,64.0615633,2011,0,0
2010,1335,1280,148493,7635,0,2.1,1,57.4402377,2011,1,61161
2010,1335,1280,150481,13980,0,1.9,2,66.9426311,2011,0,0
2010,1335,1280,150509,12531,0,2.2,2,60.4297079,2011,0,0
2010,1335,1304,150481,13980,0,1.9,1,51.6926749,2011,0,0
2010,1335,1304,150509,12531,0,2.2,2,65.5789009,2011,0,0
2010,1335,1410,148493,7635,0,2.1,2,63.1256438,2011,1,61161
2010,1335,1410,150481,13980,0,1.9,2,66.1512482,2011,0,0
2010,1335,1520,150481,13980,0,1.9,2,54.451511,2011,0,0
2010,1335,1520,150509,12531,0,2.2,1,58.4841136,2011,0,0
2010,1335,2110,148493,7635,0,2.1,2,61.9242944,2011,1,61161
2010,1335,2110,150481,13980,0,1.9,1,49.5408333,2011,0,0
2010,1335,2110,150481,13980,0,1.9,2,49.9668595,2011,0,0
2010,1335,2110,150509,12531,0,2.2,2,55.519625,2011,0,0
2010,1335,2120,148493,7635,0,2.1,1,64.4474405,2011,1,61161
2010,1335,2120,148493,7635,0,2.1,2,63.2185815,2011,1,61161
2010,1335,2120,150481,13980,0,1.9,1,72.2656546,2011,0,0
2010,1335,2120,150509,12531,0,2.2,1,64.7823135,2011,0,0
2010,1335,2120,150509,12531,0,2.2,2,68.0227898,2011,0,0
2010,1335,2130,150481,13980,0,1.9,1,47.3579133,2011,0,0
2010,1335,2130,150509,12531,0,2.2,1,58.5276828,2011,0,0
2010,1335,2210,150481,13980,0,1.9,1,56.3678114,2011,0,0
2010,1335,2210,150481,13980,0,1.9,2,53.6445146,2011,0,0
2010,1335,2210,150509,12531,0,2.2,1,70.1819178,2011,0,0
2010,1335,2210,150509,12531,0,2.2,2,68.4679984,2011,0,0
2010,1335,2220,148493,7635,0,2.1,2,52.8320163,2011,1,61161
2010,1335,2220,150481,13980,0,1.9,1,51.9380303,2011,0,0
2010,1335,2220,150481,13980,0,1.9,2,54.284818,2011,0,0
2010,1335,2220,150509,12531,0,2.2,1,46.3532943,2011,0,0
2010,1335,2230,148493,7635,0,2.1,2,46.5773856,2011,1,61161
2010,1335,2230,150481,13980,0,1.9,2,47.2471316,2011,0,0
2010,1335,2230,150509,12531,0,2.2,2,61.2091948,2011,0,0
2010,1335,2250,148493,7635,0,2.1,1,37.8651855,2011,1,61161
2010,1335,2260,148493,7635,0,2.1,2,48.0276593,2011,1,61161
2010,1335,2270,148493,7635,0,2.1,1,43.6716336,2011,1,61161
2010,1335,2270,148493,7635,0,2.1,2,51.1575026,2011,1,61161
2010,1335,2270,150481,13980,0,1.9,1,35.2968344,2011,0,0
2010,1335,2270,150509,12531,0,2.2,1,51.379066,2011,0,0
2010,1335,2270,150509,12531,0,2.2,2,45.4593083,2011,0,0
2010,1335,2280,148493,7635,0,2.1,1,51.8593679,2011,1,61161
2010,1335,2280,148493,7635,0,2.1,2,52.37625,2011,1,61161
2010,1335,2280,150481,13980,0,1.9,2,54.1414709,2011,0,0
2010,1335,2280,150509,12531,0,2.2,1,57.4592713,2011,0,0
2010,1335,2280,150509,12531,0,2.2,2,70.9431144,2011,0,0
2010,1335,2301,148493,7635,0,2.1,1,49.5524319,2011,1,61161
2010,1335,2301,148493,7635,0,2.1,2,53.0101593,2011,1,61161
2010,1335,2301,150481,13980,0,1.9,1,55.3145674,2011,0,0
2010,1335,2301,150481,13980,0,1.9,2,59.9257627,2011,0,0
2010,1335,2308,148493,7635,0,2.1,1,49.0102707,2011,1,61161
2010,1335,2308,150481,13980,0,1.9,1,39.4971709,2011,0,0
2010,1335,2308,150481,13980,0,1.9,2,50.5087233,2011,0,0
2010,1335,2308,150509,12531,0,2.2,1,54.7270526,2011,0,0
2010,1335,2340,150481,13980,0,1.9,1,54.475303,2011,0,0
2010,1335,2340,150509,12531,0,2.2,1,59.4823385,2011,0,0
2010,1335,2340,150509,12531,0,2.2,2,67.1937858,2011,0,0
2010,1335,2440,148493,7635,0,2.1,1,40.3350969,2011,1,61161
2010,1335,2440,148493,7635,0,2.1,2,32.4698936,2011,1,61161
2010,1335,2520,148493,7635,0,2.1,1,55.4608884,2011,1,61161
2010,1335,2520,150481,13980,0,1.9,2,53.4422823,2011,0,0
2010,1335,2530,148493,7635,0,2.1,1,55.3585826,2011,1,61161
2010,1335,2530,150481,13980,0,1.9,1,61.8120257,2011,0,0
2010,1335,2530,150481,13980,0,1.9,2,61.6097933,2011,0,0
2010,1335,2530,150509,12531,0,2.2,1,58.384187,2011,0,0
2010,1335,2530,150509,12531,0,2.2,2,55.056275,2011,0,0
2010,1335,3310,148493,7635,0,2.1,1,53.949945,2011,1,61161
2010,1335,3310,148493,7635,0,2.1,2,51.6031573,2011,1,61161
2010,1335,3310,150481,13980,0,1.9,1,51.379066,2011,0,0
2010,1335,3310,150481,13980,0,1.9,2,50.8201017,2011,0,0
2010,1335,3310,150509,12531,0,2.2,1,51.6031573,2011,0,0
2010,1335,3310,150509,12531,0,2.2,2,51.2682843,2011,0,0
2010,1335,3490,150481,13980,0,1.9,1,40.2553936,2011,0,0
2010,1335,3490,150481,13980,0,1.9,2,48.4681095,2011,0,0
2010,1335,3490,150509,12531,0,2.2,2,52.773131,2011,0,0
2010,1490,1110,150782,14276,0,2.1,1,45.1627999,2012,0,0
2010,1490,1110,150787,14162,0,2.1,1,52.1017493,2012,0,0
2010,1490,1250,150782,14276,0,2.1,1,54.2492786,2012,0,0
2010,1490,1250,150782,14276,0,2.1,2,53.8468957,2012,0,0
2010,1490,1250,150787,14162,0,2.1,1,57.8794983,2012,0,0
2010,1490,1250,150787,14162,0,2.1,2,57.3748096,2012,0,0
2010,1514,1110,120332,14077,0,1.9,1,64.5936129,2012,0,0
2010,1514,1110,120332,14077,0,1.9,2,65.127893,2012,0,0
2010,1514,1110,150589,12532,0,2,1,61.9242944,2012,0,0
2010,1514,1110,150589,12532,0,2,2,56.3740568,2012,0,0
2010,1514,1110,150601,13981,0,2,1,65.127893,2011,0,0
2010,1514,1110,150601,13981,0,2,2,59.7894046,2011,0,0
2010,1514,1210,120332,14077,0,1.9,1,64.5353224,2012,0,0
2010,1514,1210,150589,12532,0,2,1,61.509718,2012,0,0
2010,1514,1210,150601,13981,0,2,2,65.1399377,2011,0,0
2010,1514,1230,120332,14077,0,1.9,1,74.6191338,2012,0,0
2010,1514,1230,150589,12532,0,2,2,67.5609268,2012,0,0
2010,1514,1240,120332,14077,0,1.9,1,51.7283629,2012,0,0
2010,1514,1240,120332,14077,0,1.9,2,41.6445515,2012,0,0
2010,1514,1240,150589,12532,0,2,1,45.8793865,2012,0,0
2010,1514,1240,150589,12532,0,2,2,50.6190589,2012,0,0
2010,1514,1240,150601,13981,0,2,1,46.1840734,2011,0,0
2010,1514,1240,150601,13981,0,2,2,46.0817676,2011,0,0
2010,1514,1250,120332,14077,0,1.9,1,55.3585826,2012,0,0
2010,1514,1250,120332,14077,0,1.9,2,54.0491281,2012,0,0
2010,1514,1250,150589,12532,0,2,1,56.670119,2012,0,0
2010,1514,1250,150589,12532,0,2,2,53.342207,2012,0,0
2010,1514,1250,150601,13981,0,2,1,53.0398993,2011,0,0
2010,1514,1250,150601,13981,0,2,2,53.342207,2011,0,0
2010,1514,1260,120332,14077,0,1.9,1,76.4450244,2012,0,0
2010,1514,1260,150589,12532,0,2,1,69.1859233,2012,0,0
2010,1514,1260,150601,13981,0,2,1,82.9580963,2011,0,0
2010,1514,1260,150601,13981,0,2,2,81.5692357,2011,0,0
2010,1514,1270,120332,14077,0,1.9,1,66.1493151,2012,0,0
2010,1514,1270,150589,12532,0,2,1,57.6772659,2012,0,0
2010,1514,1270,150589,12532,0,2,2,55.2585073,2012,0,0
2010,1514,1270,150601,13981,0,2,2,53.8468957,2011,0,0
2010,1514,1410,120332,14077,0,1.9,2,62.7210304,2012,0,0
2010,1514,1410,150589,12532,0,2,1,61.8139588,2012,0,0
2010,1514,1410,150589,12532,0,2,2,66.4535559,2012,0,0
2010,1514,1410,150601,13981,0,2,2,59.9998155,2011,0,0
2010,1514,1520,120332,14077,0,1.9,1,56.4678866,2012,0,0
2010,1514,1520,150589,12532,0,2,1,66.5516981,2012,0,0
2010,1514,1520,150589,12532,0,2,2,66.5516981,2012,0,0
2010,1514,1520,150601,13981,0,2,1,52.435284,2011,0,0
2010,1514,1520,150601,13981,0,2,2,58.4841136,2011,0,0
2010,1514,2110,120332,14077,0,1.9,1,55.6254996,2012,0,0
2010,1514,2110,120332,14077,0,1.9,2,63.6331579,2012,0,0
2010,1514,2110,150589,12532,0,2,1,49.2206816,2012,0,0
2010,1514,2110,150589,12532,0,2,2,51.0355684,2012,0,0
2010,1514,2110,150601,13981,0,2,1,62.6728515,2011,0,0
2010,1514,2110,150601,13981,0,2,2,69.9319526,2011,0,0
2010,1514,2210,120332,14077,0,1.9,1,63.4260184,2012,0,0
2010,1514,2210,120332,14077,0,1.9,2,60.5027198,2012,0,0
2010,1514,2210,150601,13981,0,2,1,67.9633097,2011,0,0
2010,1514,2210,150601,13981,0,2,2,69.5773025,2011,0,0
2010,1514,2530,120332,14077,0,1.9,1,58.5864194,2012,0,0
2010,1514,2530,120332,14077,0,1.9,2,55.1584321,2012,0,0
2010,1514,2530,150589,12532,0,2,2,57.6772659,2012,0,0
2010,1514,2530,150601,13981,0,2,1,59.29111,2011,0,0
2010,1572,1250,156245,12531,0,2.1,1,60.5027198,2012,0,0
2010,1572,1250,156245,12531,0,2.1,2,63.1237107,2012,0,0
2010,1572,2240,156245,12531,0,2.1,1,81.5345886,2012,0,0
2010,1572,3210,156245,12531,0,2.1,1,56.2153936,2012,0,0
2010,1572,3210,156245,12531,0,2.1,2,46.154482,2012,0,0
2010,1573,1250,156247,12531,0,2,1,64.2330147,2012,1,1865062
2010,1573,1250,156247,12531,0,2,2,62.0144067,2012,1,1865062
2010,1573,2210,156247,12531,0,2,1,66.8540057,2012,1,1865062
2010,1573,2210,156247,12531,0,2,2,68.2656174,2012,1,1865062
2010,1573,2230,156247,12531,0,2,1,67.5747559,2012,1,1865062
2010,1573,2240,156247,12531,0,2,1,56.9187459,2012,1,1865062
2010,1573,3210,156247,12531,0,2,1,53.9332905,2012,1,1865062
2010,1573,3210,156247,12531,0,2,2,53.9332905,2012,1,1865062
2010,1585,2260,156281,12531,0,2.9,1,59.3107384,2012,0,0
2010,1585,2260,156281,12531,0,2.9,2,70.5911409,2012,0,0
2010,1585,2340,156281,12531,0,2.9,1,61.1845105,2012,0,0
2010,1585,3150,156281,12531,0,2.9,1,58.0818794,2012,0,0
2010,1585,3150,156281,12531,0,2.9,2,55.84855,2012,0,0
2010,1585,3210,156281,12531,0,2.9,1,63.3699584,2012,0,0
2010,1585,3210,156281,12531,0,2.9,2,70.6321822,2012,0,0
2010,1585,3310,156281,12531,0,2.9,2,67.1008482,2012,0,0
2010,1592,3120,156305,12531,0,2.5,1,88.0155411,2012,1,664532
2010,1592,3210,156305,12531,0,2.5,1,65.135328,2012,1,664532
2010,1592,3210,156305,12531,0,2.5,2,65.9629937,2012,1,664532
