"YEAR","EXPERIMENT","LOCATION","VARIETY","FAMILY","CHECK","RM","REPNO","YIELD","RM_GRP","YIELD_GRP","CLASS_ABSENT","FAM_SEGMENT1","FAM_SEGMENT2","FAM_SEGMENT3","FAM_SEGMENT4","FAM_SEGMENT5","CLASS_OF","GRAD","BAGSOLD"
2009,"09YT000052","3210","V030134","FAM13991",false,3.3,2,59.4302934,3.0,50.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3210","V030137","FAM13991",false,3.5,1,56.1101138,3.0,50.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3210","V030137","FAM13991",false,3.5,2,56.1101138,3.0,50.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3210","V030139","FAM13991",false,3.5,1,52.4813811,3.0,50.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3210","V030139","FAM13991",false,3.5,2,48.0202243,3.0,40.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3210","V030140","FAM13991",false,3.1,1,57.251091,3.0,50.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3210","V030140","FAM13991",false,3.1,2,54.4524032,3.0,50.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3210","V030144","FAM13991",false,3.5,1,58.9111808,3.0,50.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3210","V030144","FAM13991",false,3.5,2,55.2800689,3.0,50.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3210","V030150","FAM13991",false,3.7,1,51.6513362,3.0,50.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3210","V030153","FAM13991",false,3.5,1,56.9401587,3.0,50.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3210","V030153","FAM13991",false,3.5,2,52.4813811,3.0,50.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3210","V030158","FAM13991",false,3.4,1,55.7991815,3.0,50.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3210","V030158","FAM13991",false,3.4,2,56.1101138,3.0,50.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3210","V030166","FAM13991",false,3.5,2,53.9332905,3.0,50.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3210","V030169","FAM13991",false,3.2,1,64.4081837,3.0,60.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3210","V030169","FAM13991",false,3.2,2,61.4013155,3.0,60.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3210","V030170","FAM13991",false,3.0,1,56.9401587,3.0,50.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3210","V030170","FAM13991",false,3.0,2,57.4592713,3.0,50.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3210","V030172","FAM13991",false,3.5,1,51.1322236,3.0,50.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3210","V030172","FAM13991",false,3.5,2,61.0903832,3.0,60.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3210","V030176","FAM13991",false,3.4,1,68.3502278,3.0,60.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3210","V030176","FAM13991",false,3.4,2,51.1322236,3.0,50.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3210","V030177","FAM13991",false,3.4,1,55.2800689,3.0,50.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3210","V030177","FAM13991",false,3.4,2,54.7633355,3.0,50.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3210","V030178","FAM13991",false,3.3,1,51.9622685,3.0,50.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3210","V030178","FAM13991",false,3.3,2,55.5933804,3.0,50.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3210","V030179","FAM13991",false,3.3,1,56.4211948,3.0,50.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3210","V030179","FAM13991",false,3.3,2,57.4592713,3.0,50.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3210","V030181","FAM13991",false,3.5,1,58.9111808,3.0,50.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3210","V030181","FAM13991",false,3.5,2,60.2603383,3.0,60.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3210","V030183","FAM13991",false,3.6,2,51.6513362,3.0,50.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3210","V111106","FAM13991",false,3.3,1,60.052158,3.0,60.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3210","V111107","FAM13991",false,3.0,1,52.7923134,3.0,50.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3210","V111107","FAM13991",false,3.0,2,60.2603383,3.0,60.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3210","V111146","FAM13991",false,3.3,1,55.7991815,3.0,50.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3210","V111146","FAM13991",false,3.3,2,59.7412257,3.0,50.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3210","V111147","FAM13991",false,3.5,1,56.4211948,3.0,50.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3210","V111147","FAM13991",false,3.5,2,58.6002485,3.0,50.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3210","V111148","FAM13991",false,3.7,1,54.1414709,3.0,50.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3210","V111149","FAM13991",false,3.5,1,59.1193612,3.0,50.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3210","V111149","FAM13991",false,3.5,2,61.0903832,3.0,60.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3310","V000016","FAM05619",true,3.9,1,62.5488355,3.0,60.0,1,0,0,1,0,0,-1,-1,-1
2009,"09YT000052","3310","V000016","FAM05619",true,3.9,2,60.3153574,3.0,60.0,1,0,0,1,0,0,-1,-1,-1
2009,"09YT000052","3310","V000018","FAM05619",true,3.7,1,65.9002422,3.0,60.0,1,0,0,1,0,0,-1,-1,-1
2009,"09YT000052","3310","V000018","FAM05619",true,3.7,2,61.4332861,3.0,60.0,1,0,0,1,0,0,-1,-1,-1
2009,"09YT000052","3310","V000039","FAM05625",true,3.4,1,68.1337202,3.0,60.0,1,0,1,0,0,0,-1,-1,-1
2009,"09YT000052","3310","V000039","FAM05625",true,3.4,2,60.3153574,3.0,60.0,1,0,1,0,0,0,-1,-1,-1
2009,"09YT000052","3310","V000082","FAM13251",true,3.1,1,60.3153574,3.0,60.0,1,0,0,1,0,0,-1,-1,-1
2009,"09YT000052","3310","V000082","FAM13251",true,3.1,2,65.9002422,3.0,60.0,1,0,0,1,0,0,-1,-1,-1
2009,"09YT000052","3310","V030090","FAM13986",false,3.2,1,54.7304727,3.0,50.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3310","V030090","FAM13986",false,3.2,2,61.4332861,3.0,60.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3310","V030093","FAM13986",false,3.5,1,53.6125441,3.0,50.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3310","V030093","FAM13986",false,3.5,2,53.6125441,3.0,50.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3310","V030101","FAM13986",false,3.5,1,58.0818794,3.0,50.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3310","V030101","FAM13986",false,3.5,2,62.5488355,3.0,60.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3310","V030102","FAM13986",false,3.4,1,62.5488355,3.0,60.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3310","V030102","FAM13986",false,3.4,2,61.4332861,3.0,60.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3310","V030105","FAM13986",false,3.3,1,68.1337202,3.0,60.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3310","V030105","FAM13986",false,3.3,2,61.4332861,3.0,60.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3310","V030107","FAM13991",false,3.5,1,59.1974288,3.0,50.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3310","V030107","FAM13991",false,3.5,2,59.1974288,3.0,50.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3310","V030110","FAM13991",false,3.4,1,67.0181708,3.0,60.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3310","V030110","FAM13991",false,3.4,2,63.6667641,3.0,60.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3310","V030116","FAM13991",false,3.7,1,59.1974288,3.0,50.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3310","V030116","FAM13991",false,3.7,2,62.5488355,3.0,60.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3310","V030134","FAM13991",false,3.3,1,63.6667641,3.0,60.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3310","V030134","FAM13991",false,3.3,2,63.6667641,3.0,60.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3310","V030137","FAM13991",false,3.5,1,70.3670496,3.0,70.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3310","V030137","FAM13991",false,3.5,2,63.6667641,3.0,60.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3310","V030139","FAM13991",false,3.5,1,69.2516489,3.0,60.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3310","V030139","FAM13991",false,3.5,2,62.5488355,3.0,60.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3310","V030140","FAM13991",false,3.1,1,63.6667641,3.0,60.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3310","V030140","FAM13991",false,3.1,2,49.1457366,3.0,40.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3310","V030144","FAM13991",false,3.5,1,61.4332861,3.0,60.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3310","V030144","FAM13991",false,3.5,2,59.1974288,3.0,50.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3310","V030150","FAM13991",false,3.7,1,60.3153574,3.0,60.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3310","V030150","FAM13991",false,3.7,2,61.4332861,3.0,60.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3310","V030153","FAM13991",false,3.5,1,53.6125441,3.0,50.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3310","V030153","FAM13991",false,3.5,2,59.1974288,3.0,50.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3310","V030158","FAM13991",false,3.4,1,68.1337202,3.0,60.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3310","V030158","FAM13991",false,3.4,2,69.2516489,3.0,60.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3310","V030166","FAM13991",false,3.5,1,58.0818794,3.0,50.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3310","V030166","FAM13991",false,3.5,2,59.1974288,3.0,50.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3310","V030169","FAM13991",false,3.2,1,67.0181708,3.0,60.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3310","V030169","FAM13991",false,3.2,2,59.1974288,3.0,50.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3310","V030170","FAM13991",false,3.0,1,58.0818794,3.0,50.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3310","V030170","FAM13991",false,3.0,2,55.84855,3.0,50.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3310","V030172","FAM13991",false,3.5,1,60.3153574,3.0,60.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3310","V030172","FAM13991",false,3.5,2,59.1974288,3.0,50.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3310","V030176","FAM13991",false,3.4,1,65.9002422,3.0,60.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3310","V030176","FAM13991",false,3.4,2,58.0818794,3.0,50.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3310","V030177","FAM13991",false,3.4,1,67.0181708,3.0,60.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3310","V030177","FAM13991",false,3.4,2,61.4332861,3.0,60.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3310","V030178","FAM13991",false,3.3,1,62.5488355,3.0,60.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3310","V030178","FAM13991",false,3.3,2,56.9639507,3.0,50.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3310","V030179","FAM13991",false,3.3,1,60.3153574,3.0,60.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3310","V030179","FAM13991",false,3.3,2,55.84855,3.0,50.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3310","V030181","FAM13991",false,3.5,1,55.84855,3.0,50.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3310","V030181","FAM13991",false,3.5,2,62.5488355,3.0,60.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3310","V030183","FAM13991",false,3.6,1,67.0181708,3.0,60.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3310","V030183","FAM13991",false,3.6,2,67.0181708,3.0,60.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3310","V111106","FAM13991",false,3.3,1,69.2516489,3.0,60.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3310","V111106","FAM13991",false,3.3,2,67.0181708,3.0,60.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3310","V111107","FAM13991",false,3.0,1,68.1337202,3.0,60.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3310","V111107","FAM13991",false,3.0,2,63.6667641,3.0,60.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3310","V111146","FAM13991",false,3.3,1,65.9002422,3.0,60.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3310","V111146","FAM13991",false,3.3,2,68.1337202,3.0,60.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3310","V111147","FAM13991",false,3.5,1,64.7823135,3.0,60.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3310","V111147","FAM13991",false,3.5,2,72.6030555,3.0,70.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3310","V111148","FAM13991",false,3.7,1,64.7823135,3.0,60.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3310","V111148","FAM13991",false,3.7,2,65.9002422,3.0,60.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3310","V111149","FAM13991",false,3.5,1,74.8365336,3.0,70.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3310","V111149","FAM13991",false,3.5,2,69.2516489,3.0,60.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3490","V000016","FAM05619",true,3.9,1,66.6862718,3.0,60.0,1,0,0,1,0,0,-1,-1,-1
2009,"09YT000052","3490","V000016","FAM05619",true,3.9,2,72.0643145,3.0,70.0,1,0,0,1,0,0,-1,-1,-1
2009,"09YT000052","3490","V000018","FAM05619",true,3.7,1,62.3824399,3.0,60.0,1,0,0,1,0,0,-1,-1,-1
2009,"09YT000052","3490","V000018","FAM05619",true,3.7,2,60.2317879,3.0,60.0,1,0,0,1,0,0,-1,-1,-1
2009,"09YT000052","3490","V000039","FAM05625",true,3.4,1,50.5524412,3.0,50.0,1,0,1,0,0,0,-1,-1,-1
2009,"09YT000052","3490","V000039","FAM05625",true,3.4,2,62.3824399,3.0,60.0,1,0,1,0,0,0,-1,-1,-1
2009,"09YT000052","3490","V000082","FAM13251",true,3.1,1,53.7796832,3.0,50.0,1,0,0,1,0,0,-1,-1,-1
2009,"09YT000052","3490","V000082","FAM13251",true,3.1,2,54.8538939,3.0,50.0,1,0,0,1,0,0,-1,-1,-1
2009,"09YT000052","3490","V030090","FAM13986",false,3.2,1,52.7030932,3.0,50.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3490","V030090","FAM13986",false,3.2,2,44.0979573,3.0,40.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3490","V030093","FAM13986",false,3.5,1,54.8538939,3.0,50.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3490","V030093","FAM13986",false,3.5,2,50.5524412,3.0,50.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3490","V030101","FAM13986",false,3.5,1,59.1575771,3.0,50.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3490","V030101","FAM13986",false,3.5,2,57.0045459,3.0,50.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3490","V030102","FAM13986",false,3.4,1,57.0045459,3.0,50.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3490","V030102","FAM13986",false,3.4,2,54.8538939,3.0,50.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3490","V030105","FAM13986",false,3.3,1,59.1575771,3.0,50.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3490","V030105","FAM13986",false,3.3,2,51.6265033,3.0,50.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3490","V030107","FAM13991",false,3.5,1,64.5356198,3.0,60.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3490","V030107","FAM13991",false,3.5,2,63.4590298,3.0,60.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3490","V030110","FAM13991",false,3.4,1,58.0811359,3.0,50.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3490","V030110","FAM13991",false,3.4,2,60.2317879,3.0,60.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3490","V030116","FAM13991",false,3.7,1,60.2317879,3.0,60.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3490","V030116","FAM13991",false,3.7,2,59.1575771,3.0,50.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3490","V030134","FAM13991",false,3.3,1,65.6096818,3.0,60.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3490","V030134","FAM13991",false,3.3,2,69.9135138,3.0,60.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3490","V030137","FAM13991",false,3.5,1,63.4590298,3.0,60.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3490","V030137","FAM13991",false,3.5,2,63.4590298,3.0,60.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3490","V030139","FAM13991",false,3.5,1,57.0045459,3.0,50.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3490","V030139","FAM13991",false,3.5,2,62.3824399,3.0,60.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3490","V030140","FAM13991",false,3.1,1,52.7030932,3.0,50.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3490","V030140","FAM13991",false,3.1,2,57.0045459,3.0,50.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3490","V030144","FAM13991",false,3.5,1,60.2317879,3.0,60.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3490","V030144","FAM13991",false,3.5,2,60.2317879,3.0,60.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3490","V030150","FAM13991",false,3.7,1,65.6096818,3.0,60.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3490","V030150","FAM13991",false,3.7,2,66.6862718,3.0,60.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3490","V030153","FAM13991",false,3.5,1,59.1575771,3.0,50.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3490","V030153","FAM13991",false,3.5,2,57.0045459,3.0,50.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3490","V030158","FAM13991",false,3.4,1,63.4590298,3.0,60.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3490","V030158","FAM13991",false,3.4,2,61.3083778,3.0,60.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3490","V030166","FAM13991",false,3.5,1,62.3824399,3.0,60.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3490","V030166","FAM13991",false,3.5,2,59.1575771,3.0,50.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3490","V030169","FAM13991",false,3.2,1,53.7796832,3.0,50.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3490","V030169","FAM13991",false,3.2,2,57.0045459,3.0,50.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3490","V030170","FAM13991",false,3.0,1,58.0811359,3.0,50.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3490","V030170","FAM13991",false,3.0,2,57.0045459,3.0,50.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3490","V030172","FAM13991",false,3.5,1,58.0811359,3.0,50.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3490","V030172","FAM13991",false,3.5,2,64.5356198,3.0,60.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3490","V030176","FAM13991",false,3.4,1,69.9135138,3.0,60.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3490","V030176","FAM13991",false,3.4,2,62.3824399,3.0,60.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3490","V030177","FAM13991",false,3.4,1,61.3083778,3.0,60.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3490","V030177","FAM13991",false,3.4,2,58.0811359,3.0,50.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3490","V030178","FAM13991",false,3.3,1,55.9303352,3.0,50.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3490","V030178","FAM13991",false,3.3,2,60.2317879,3.0,60.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3490","V030179","FAM13991",false,3.3,1,57.0045459,3.0,50.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3490","V030179","FAM13991",false,3.3,2,58.0811359,3.0,50.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3490","V030181","FAM13991",false,3.5,1,64.5356198,3.0,60.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3490","V030181","FAM13991",false,3.5,2,54.8538939,3.0,50.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3490","V030183","FAM13991",false,3.6,1,55.9303352,3.0,50.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3490","V030183","FAM13991",false,3.6,2,59.1575771,3.0,50.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3490","V111106","FAM13991",false,3.3,1,61.3083778,3.0,60.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3490","V111106","FAM13991",false,3.3,2,57.0045459,3.0,50.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3490","V111107","FAM13991",false,3.0,1,61.3083778,3.0,60.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3490","V111107","FAM13991",false,3.0,2,58.0811359,3.0,50.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3490","V111146","FAM13991",false,3.3,1,67.7604826,3.0,60.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3490","V111146","FAM13991",false,3.3,2,65.6096818,3.0,60.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3490","V111147","FAM13991",false,3.5,1,67.7604826,3.0,60.0,1,0,0,0,1,0,-1,-1,-1
2009,"09YT000052","3490","V111147","FAM13991",false,3.5,2,65.6096818,3.0,60.0,1,0,0,0,1,0,-1,-1,-1
