YEAR,EXPERIMENT,LOCATION,VARIETY,FAMILY,CHECK,RM,REPNO,YIELD,RM_GRP,YIELD_GRP,CLASS_ABSENT,FAM_SEGMENT1,FAM_SEGMENT2,FAM_SEGMENT3,FAM_SEGMENT4,FAM_SEGMENT5,CLASS_OF,GRAD,BAGSOLD
2009,09YT000848,3214,V155842,FAM13982,FALSE,2.4,2,70.0079384,2,70,0,0,0,1,0,0,2011,1,634171
2009,09YT000849,2290,V155820,FAM12533,FALSE,2.8,1,55.7352404,2,50,0,0,0,1,0,0,2011,1,1061421
2009,09YT000849,2290,V155820,FAM12533,FALSE,2.8,2,55.0653457,2,50,0,0,0,1,0,0,2011,1,1061421
2009,09YT000849,2290,V155890,FAM12533,FALSE,2.7,1,59.5323018,2,50,0,0,0,1,0,0,2011,0,0
2009,09YT000849,2290,V155890,FAM12533,FALSE,2.7,2,55.6244587,2,50,0,0,0,1,0,0,2011,0,0
2009,09YT000849,2290,V155891,FAM12540,FALSE,2.3,1,52.942798,2,50,0,0,0,1,0,0,2011,0,0
2009,09YT000849,2290,V155891,FAM12540,FALSE,2.3,2,48.3650602,2,40,0,0,0,1,0,0,2011,0,0
2009,09YT000849,3210,V155820,FAM12533,FALSE,2.8,1,62.7480939,2,60,0,0,0,1,0,0,2011,1,1061421
2009,09YT000849,3210,V155820,FAM12533,FALSE,2.8,2,62.9561255,2,60,0,0,0,1,0,0,2011,1,1061421
2009,09YT000849,3210,V155890,FAM12533,FALSE,2.7,1,58.6002485,2,50,0,0,0,1,0,0,2011,0,0
2009,09YT000849,3210,V155890,FAM12533,FALSE,2.7,2,61.6071167,2,60,0,0,0,1,0,0,2011,0,0
2009,09YT000849,3210,V155891,FAM12540,FALSE,2.3,1,60.4661395,2,60,0,0,0,1,0,0,2011,0,0
2009,09YT000849,3210,V155891,FAM12540,FALSE,2.3,2,64.4081837,2,60,0,0,0,1,0,0,2011,0,0
2009,09YT000849,3214,V155820,FAM12533,FALSE,2.8,1,70.5270511,2,70,0,0,0,1,0,0,2011,1,1061421
2009,09YT000849,3214,V155820,FAM12533,FALSE,2.8,2,67.0010703,2,60,0,0,0,1,0,0,2011,1,1061421
2009,09YT000849,3214,V155890,FAM12533,FALSE,2.7,1,65.3409805,2,60,0,0,0,1,0,0,2011,0,0
2009,09YT000849,3214,V155890,FAM12533,FALSE,2.7,2,69.6970062,2,60,0,0,0,1,0,0,2011,0,0
2009,09YT000849,3214,V155891,FAM12540,FALSE,2.3,1,69.6970062,2,60,0,0,0,1,0,0,2011,0,0
2009,09YT000849,3214,V155891,FAM12540,FALSE,2.3,2,71.1489156,2,70,0,0,0,1,0,0,2011,0,0
2009,09YT000849,3310,V155820,FAM12533,FALSE,2.8,1,63.6667641,2,60,0,0,0,1,0,0,2011,1,1061421
2009,09YT000849,3310,V155820,FAM12533,FALSE,2.8,2,64.7823135,2,60,0,0,0,1,0,0,2011,1,1061421
2009,09YT000849,3310,V155890,FAM12533,FALSE,2.7,1,63.6667641,2,60,0,0,0,1,0,0,2011,0,0
2009,09YT000849,3310,V155890,FAM12533,FALSE,2.7,2,69.2516489,2,60,0,0,0,1,0,0,2011,0,0
2009,09YT000849,3310,V155891,FAM12540,FALSE,2.3,1,62.5488355,2,60,0,0,0,1,0,0,2011,0,0
2009,09YT000849,3310,V155891,FAM12540,FALSE,2.3,2,63.6667641,2,60,0,0,0,1,0,0,2011,0,0
2009,09YT000852,3210,V155843,FAM13991,FALSE,3,1,59.1193612,3,50,0,0,0,0,1,0,2011,1,871341
2009,09YT000852,3210,V155843,FAM13991,FALSE,3,2,61.6071167,3,60,0,0,0,0,1,0,2011,1,871341
2009,09YT000852,3214,V155843,FAM13991,FALSE,3,1,65.6520614,3,60,0,0,0,0,1,0,2011,1,871341
2009,09YT000852,3214,V155843,FAM13991,FALSE,3,2,68.4531284,3,60,0,0,0,0,1,0,2011,1,871341
2009,09YT000852,3310,V155843,FAM13991,FALSE,3,1,73.7184563,3,70,0,0,0,0,1,0,2011,1,871341
2009,09YT000852,3310,V155843,FAM13991,FALSE,3,2,65.9002422,3,60,0,0,0,0,1,0,2011,1,871341
2009,09YT000855,3210,V155918,FAM13984,FALSE,3.6,1,56.6292264,3,50,0,0,0,1,0,0,2011,1,408657
2009,09YT000855,3210,V155918,FAM13984,FALSE,3.6,2,60.7793023,3,60,0,0,0,1,0,0,2011,1,408657
2009,09YT000855,3214,V155918,FAM13984,FALSE,3.6,1,67.5201829,3,60,0,0,0,1,0,0,2011,1,408657
2009,09YT000855,3214,V155918,FAM13984,FALSE,3.6,2,68.6611601,3,60,0,0,0,1,0,0,2011,1,408657
2009,09YT000855,3310,V155918,FAM13984,FALSE,3.6,1,55.84855,3,50,0,0,0,1,0,0,2011,1,408657
2009,09YT000855,3310,V155918,FAM13984,FALSE,3.6,2,81.5368191,3,80,0,0,0,1,0,0,2011,1,408657
2009,09YT000870,2291,V120075,FAM12485,FALSE,2.6,1,59.6456114,2,50,0,0,0,0,1,0,2011,0,0
2009,09YT000870,2291,V120075,FAM12485,FALSE,2.6,2,62.1031808,2,60,0,0,0,0,1,0,2011,0,0
2009,09YT000870,2441,V120075,FAM12485,FALSE,2.6,1,58.888727,2,50,0,0,0,0,1,0,2011,0,0
2009,09YT000870,2441,V120075,FAM12485,FALSE,2.6,2,63.4260184,2,60,0,0,0,0,1,0,2011,0,0
2009,09YT000870,3121,V120075,FAM12485,FALSE,2.6,2,61.4332861,2,60,0,0,0,0,1,0,2011,0,0
2009,09YT000870,3211,V120075,FAM12485,FALSE,2.6,1,58.3932577,2,50,0,0,0,0,1,0,2011,0,0
2009,09YT000870,3214,V120075,FAM12485,FALSE,2.6,1,52.1704488,2,50,0,0,0,0,1,0,2011,0,0
2009,09YT000870,3214,V120075,FAM12485,FALSE,2.6,2,56.6292264,2,50,0,0,0,0,1,0,2011,0,0
2009,09YT000870,3311,V120075,FAM12485,FALSE,2.6,1,37.9759672,2,30,0,0,0,0,1,0,2011,0,0
2009,09YT000870,3311,V120075,FAM12485,FALSE,2.6,2,46.9122586,2,40,0,0,0,0,1,0,2011,0,0
2009,09YT000870,3315,V120075,FAM12485,FALSE,2.6,1,67.5323763,2,60,0,0,0,0,1,0,2011,0,0
2009,09YT000870,3315,V120075,FAM12485,FALSE,2.6,2,64.7656591,2,60,0,0,0,0,1,0,2011,0,0
2009,09YT000870,3320,V120075,FAM12485,FALSE,2.6,1,48.0276593,2,40,0,0,0,0,1,0,2011,0,0
2009,09YT000870,3320,V120075,FAM12485,FALSE,2.6,2,54.7304727,2,50,0,0,0,0,1,0,2011,0,0
2009,09YT000870,3330,V120075,FAM12485,FALSE,2.6,1,48.0276593,2,40,0,0,0,0,1,0,2011,0,0
2009,09YT000870,3330,V120075,FAM12485,FALSE,2.6,2,63.6667641,2,60,0,0,0,0,1,0,2011,0,0
2009,09YT000870,3491,V120075,FAM12485,FALSE,2.6,2,65.6096818,2,60,0,0,0,0,1,0,2011,0,0
2010,10YT000998,2260,V155888,FAM12533,FALSE,3.1,1,64.1124188,3,60,0,1,0,0,0,0,2012,0,0
2010,10YT000998,2260,V155888,FAM12533,FALSE,3.1,2,48.5867723,3,40,0,1,0,0,0,0,2012,0,0
2010,10YT000998,2310,V155888,FAM12533,FALSE,3.1,2,58.1928098,3,50,0,1,0,0,0,0,2012,0,0
2010,10YT000998,2440,V155888,FAM12533,FALSE,3.1,1,38.7212529,3,30,0,1,0,0,0,0,2012,0,0
2010,10YT000998,2440,V155888,FAM12533,FALSE,3.1,2,37.209566,3,30,0,1,0,0,0,0,2012,0,0
2010,10YT000998,2450,V155888,FAM12533,FALSE,3.1,1,51.1235989,3,50,0,1,0,0,0,0,2012,0,0
2010,10YT000998,2450,V155888,FAM12533,FALSE,3.1,2,62.5190954,3,60,0,1,0,0,0,0,2012,0,0
2010,10YT000998,3120,V155888,FAM12533,FALSE,3.1,2,75.058097,3,70,0,1,0,0,0,0,2012,0,0
2010,10YT000998,3130,V155888,FAM12533,FALSE,3.1,1,51.8272486,3,50,0,1,0,0,0,0,2012,0,0
2010,10YT000998,3130,V155888,FAM12533,FALSE,3.1,2,58.8625558,3,50,0,1,0,0,0,0,2012,0,0
2010,10YT000998,3240,V155888,FAM12533,FALSE,3.1,2,48.1255041,3,40,0,1,0,0,0,0,2012,0,0
2010,10YT000998,3260,V155888,FAM12533,FALSE,3.1,1,48.2517506,3,40,0,1,0,0,0,0,2012,0,0
2010,10YT000998,3310,V155888,FAM12533,FALSE,3.1,1,69.9071197,3,60,0,1,0,0,0,0,2012,0,0
2010,10YT000998,3310,V155888,FAM12533,FALSE,3.1,2,68.6045053,3,60,0,1,0,0,0,0,2012,0,0
2010,10YT000998,3430,V155888,FAM12533,FALSE,3.1,1,67.5609268,3,60,0,1,0,0,0,0,2012,0,0
2010,10YT000998,3490,V155888,FAM12533,FALSE,3.1,1,51.572079,3,50,0,1,0,0,0,0,2012,0,0
2010,10YT000998,3490,V155888,FAM12533,FALSE,3.1,2,38.7541157,3,30,0,1,0,0,0,0,2012,0,0
2010,10YT001297,2170,V155801,FAM13537,FALSE,3.3,1,72.6030555,3,70,0,1,0,0,0,0,2011,0,0
2010,10YT001297,2260,V155800,FAM13537,FALSE,3.1,1,47.3579133,3,40,0,1,0,0,0,0,2011,0,0
2010,10YT001297,2260,V155800,FAM13537,FALSE,3.1,2,52.4971433,3,50,0,1,0,0,0,0,2011,0,0
2010,10YT001297,2260,V155801,FAM13537,FALSE,3.3,1,43.2259789,3,40,0,1,0,0,0,0,2011,0,0
2010,10YT001297,2260,V155801,FAM13537,FALSE,3.3,2,57.8577881,3,50,0,1,0,0,0,0,2011,0,0
2010,10YT001297,2310,V155800,FAM13537,FALSE,3.1,1,58.5276828,3,50,0,1,0,0,0,0,2011,0,0
2010,10YT001297,2310,V155800,FAM13537,FALSE,3.1,2,48.9216453,3,40,0,1,0,0,0,0,2011,0,0
2010,10YT001297,2310,V155801,FAM13537,FALSE,3.3,1,59.4215201,3,50,0,1,0,0,0,0,2011,0,0
2010,10YT001297,2310,V155801,FAM13537,FALSE,3.3,2,50.374447,3,50,0,1,0,0,0,0,2011,0,0
2010,10YT001297,2320,V155800,FAM13537,FALSE,3.1,1,63.4426728,3,60,0,1,0,0,0,0,2011,0,0
2010,10YT001297,2320,V155800,FAM13537,FALSE,3.1,2,77.5156664,3,70,0,1,0,0,0,0,2011,0,0
2010,10YT001297,2320,V155801,FAM13537,FALSE,3.3,2,68.4685932,3,60,0,1,0,0,0,0,2011,0,0
2010,10YT001297,2405,V155800,FAM13537,FALSE,3.1,1,42.0390533,3,40,0,1,0,0,0,0,2011,0,0
2010,10YT001297,2405,V155800,FAM13537,FALSE,3.1,2,43.3739357,3,40,0,1,0,0,0,0,2011,0,0
2010,10YT001297,2405,V155801,FAM13537,FALSE,3.3,2,43.3739357,3,40,0,1,0,0,0,0,2011,0,0
2010,10YT001297,2420,V155800,FAM13537,FALSE,3.1,1,61.5862986,3,60,0,1,0,0,0,0,2011,0,0
2010,10YT001297,2420,V155801,FAM13537,FALSE,3.3,1,60.2836843,3,60,0,1,0,0,0,0,2011,0,0
2010,10YT001297,2420,V155801,FAM13537,FALSE,3.3,2,67.9952803,3,60,0,1,0,0,0,0,2011,0,0
2010,10YT001297,2440,V155800,FAM13537,FALSE,3.1,1,36.100262,3,30,0,1,0,0,0,0,2011,0,0
2010,10YT001297,2440,V155801,FAM13537,FALSE,3.3,2,37.1072602,3,30,0,1,0,0,0,0,2011,0,0
2010,10YT001297,2450,V155800,FAM13537,FALSE,3.1,1,64.9377053,3,60,0,1,0,0,0,0,2011,0,0
2010,10YT001297,2450,V155800,FAM13537,FALSE,3.1,2,60.7027216,3,60,0,1,0,0,0,0,2011,0,0
2010,10YT001297,2450,V155801,FAM13537,FALSE,3.3,2,64.83763,3,60,0,1,0,0,0,0,2011,0,0
2010,10YT001297,3120,V155800,FAM13537,FALSE,3.1,2,67.2397342,3,60,0,1,0,0,0,0,2011,0,0
2010,10YT001297,3120,V155801,FAM13537,FALSE,3.3,1,80.6429817,3,80,0,1,0,0,0,0,2011,0,0
2010,10YT001297,3130,V155800,FAM13537,FALSE,3.1,2,59.1974288,3,50,0,1,0,0,0,0,2011,0,0
2010,10YT001297,3130,V155801,FAM13537,FALSE,3.3,2,59.9804844,3,50,0,1,0,0,0,0,2011,0,0
2010,10YT001297,3140,V155800,FAM13537,FALSE,3.1,1,76.4001169,3,70,0,1,0,0,0,0,2011,0,0
2010,10YT001297,3140,V155801,FAM13537,FALSE,3.3,1,76.73499,3,70,0,1,0,0,0,0,2011,0,0
2010,10YT001297,3150,V155800,FAM13537,FALSE,3.1,2,62.5488355,3,60,0,1,0,0,0,0,2011,0,0
2010,10YT001297,3150,V155801,FAM13537,FALSE,3.3,1,58.0818794,3,50,0,1,0,0,0,0,2011,0,0
2010,10YT001297,3150,V155801,FAM13537,FALSE,3.3,2,63.6667641,3,60,0,1,0,0,0,0,2011,0,0
2010,10YT001297,3203,V155800,FAM13537,FALSE,3.1,1,42.7568295,3,40,0,1,0,0,0,0,2011,0,0
2010,10YT001297,3203,V155800,FAM13537,FALSE,3.1,2,41.0149546,3,40,0,1,0,0,0,0,2011,0,0
2010,10YT001297,3203,V155801,FAM13537,FALSE,3.3,1,46.5915121,3,40,0,1,0,0,0,0,2011,0,0
2010,10YT001297,3203,V155801,FAM13537,FALSE,3.3,2,49.0325757,3,40,0,1,0,0,0,0,2011,0,0
2010,10YT001297,3210,V155800,FAM13537,FALSE,3.1,1,45.2215365,3,40,0,1,0,0,0,0,2011,0,0
2010,10YT001297,3210,V155800,FAM13537,FALSE,3.1,2,53.311426,3,50,0,1,0,0,0,0,2011,0,0
2010,10YT001297,3210,V155801,FAM13537,FALSE,3.3,1,56.0072132,3,50,0,1,0,0,0,0,2011,0,0
2010,10YT001297,3210,V155801,FAM13537,FALSE,3.3,2,61.9180489,3,60,0,1,0,0,0,0,2011,0,0
2010,10YT001297,3240,V155800,FAM13537,FALSE,3.1,1,68.556029,3,60,0,1,0,0,0,0,2011,0,0
2010,10YT001297,3240,V155800,FAM13537,FALSE,3.1,2,47.2954592,3,40,0,1,0,0,0,0,2011,0,0
2010,10YT001297,3260,V155800,FAM13537,FALSE,3.1,2,47.0230403,3,40,0,1,0,0,0,0,2011,0,0
2010,10YT001297,3260,V155801,FAM13537,FALSE,3.3,2,49.704701,3,40,0,1,0,0,0,0,2011,0,0
2010,10YT001297,3270,V155801,FAM13537,FALSE,3.3,1,50.7183907,3,50,0,1,0,0,0,0,2011,0,0
2010,10YT001297,3310,V155800,FAM13537,FALSE,3.1,1,72.6030555,3,70,0,1,0,0,0,0,2011,0,0
2010,10YT001297,3310,V155800,FAM13537,FALSE,3.1,2,71.4851269,3,70,0,1,0,0,0,0,2011,0,0
2010,10YT001297,3310,V155801,FAM13537,FALSE,3.3,1,63.6667641,3,60,0,1,0,0,0,0,2011,0,0
2010,10YT001297,3310,V155801,FAM13537,FALSE,3.3,2,65.9002422,3,60,0,1,0,0,0,0,2011,0,0
2010,10YT001297,3320,V155800,FAM13537,FALSE,3.1,1,65.7894605,3,60,0,1,0,0,0,0,2011,0,0
2010,10YT001297,3320,V155800,FAM13537,FALSE,3.1,2,58.5276828,3,50,0,1,0,0,0,0,2011,0,0
2010,10YT001297,3320,V155801,FAM13537,FALSE,3.3,1,56.518296,3,50,0,1,0,0,0,0,2011,0,0
2010,10YT001297,3320,V155801,FAM13537,FALSE,3.3,2,45.1244352,3,40,0,1,0,0,0,0,2011,0,0
2010,10YT001297,3370,V155800,FAM13537,FALSE,3.1,2,61.2960357,3,60,0,1,0,0,0,0,2011,0,0
2010,10YT001297,3370,V155801,FAM13537,FALSE,3.3,1,52.7923134,3,50,0,1,0,0,0,0,2011,0,0
2010,10YT001297,3370,V155801,FAM13537,FALSE,3.3,2,64.7191159,3,60,0,1,0,0,0,0,2011,0,0
2010,10YT001297,3410,V155800,FAM13537,FALSE,3.1,2,30.3427362,3,30,0,1,0,0,0,0,2011,0,0
2010,10YT001297,3410,V155801,FAM13537,FALSE,3.3,2,46.1654858,3,40,0,1,0,0,0,0,2011,0,0
2010,10YT001297,3420,V155801,FAM13537,FALSE,3.3,1,63.8889223,3,60,0,1,0,0,0,0,2011,0,0
2010,10YT001297,3420,V155801,FAM13537,FALSE,3.3,2,61.9858563,3,60,0,1,0,0,0,0,2011,0,0
2010,10YT001297,3430,V155800,FAM13537,FALSE,3.1,2,71.9959123,3,70,0,1,0,0,0,0,2011,0,0
2010,10YT001297,3430,V155801,FAM13537,FALSE,3.3,1,66.349317,3,60,0,1,0,0,0,0,2011,0,0
2010,10YT001297,3430,V155801,FAM13537,FALSE,3.3,2,69.172689,3,60,0,1,0,0,0,0,2011,0,0
2010,10YT001297,3490,V155800,FAM13537,FALSE,3.1,1,47.6666151,3,40,0,1,0,0,0,0,2011,0,0
2010,10YT001297,3501,V155800,FAM13537,FALSE,3.1,1,55.4076537,3,50,0,1,0,0,0,0,2011,0,0
2010,10YT001297,3501,V155800,FAM13537,FALSE,3.1,2,60.1129764,3,60,0,1,0,0,0,0,2011,0,0
2010,10YT001297,4310,V155800,FAM13537,FALSE,3.1,1,52.895214,3,50,0,1,0,0,0,0,2011,0,0
2010,10YT001297,4310,V155801,FAM13537,FALSE,3.3,1,52.895214,3,50,0,1,0,0,0,0,2011,0,0
2010,10YT001297,4320,V155800,FAM13537,FALSE,3.1,1,46.8014769,3,40,0,1,0,0,0,0,2011,0,0
2010,10YT001297,4320,V155800,FAM13537,FALSE,3.1,2,50.374447,3,50,0,1,0,0,0,0,2011,0,0
2010,10YT001297,4320,V155801,FAM13537,FALSE,3.3,2,66.9048612,3,60,0,1,0,0,0,0,2011,0,0
2010,10YT001297,4330,V155800,FAM13537,FALSE,3.1,1,58.6408437,3,50,0,1,0,0,0,0,2011,0,0
2010,10YT001335,1110,V148493,FAM07635,FALSE,2.1,1,51.5698485,2,50,0,0,0,0,1,0,2011,1,61161
2010,10YT001335,1110,V148493,FAM07635,FALSE,2.1,2,55.6254996,2,50,0,0,0,0,1,0,2011,1,61161
2010,10YT001335,1110,V150481,FAM13980,FALSE,1.9,2,58.8290982,1,50,0,0,1,0,0,0,2011,0,0
2010,10YT001335,1110,V150509,FAM12531,FALSE,2.2,1,58.8290982,2,50,0,0,1,0,0,0,2011,0,0
2010,10YT001335,1110,V150509,FAM12531,FALSE,2.2,2,61.4982681,2,60,0,0,1,0,0,0,2011,0,0
2010,10YT001335,1230,V150481,FAM13980,FALSE,1.9,2,67.458621,1,60,0,0,1,0,0,0,2011,0,0
2010,10YT001335,1230,V150509,FAM12531,FALSE,2.2,1,63.6283994,2,60,0,0,1,0,0,0,2011,0,0
2010,10YT001335,1230,V150509,FAM12531,FALSE,2.2,2,64.6353977,2,60,0,0,1,0,0,0,2011,0,0
